143                                                                                       518619
323                                                                                       51140
1517                                                                                      67767
4757                                                                                      94806
17947                                                                                     158116
67591                                                                                     257330
272483                                                                                    696658
1065023                                                                                   1208072
4235339                                                                                   1956872
16850989                                                                                  3592086
67469771                                                                                  6560019
269419387                                                                                 10622541
1074200609                                                                                15251764
4295229443                                                                                18896288
17188783211                                                                               16837301
68722098197                                                                               11041582
274916705369                                                                              11373923
1099532599387                                                                             23319732
4398205895659                                                                             33597033
17592353816951                                                                            45397681
