143                                                                                       79506
667                                                                                       222686
3599                                                                                      228208
9797                                                                                      214385
47941                                                                                     290549
250997                                                                                    395621
826277                                                                                    413988
1185917                                                                                   264573
16524161                                                                                  479955
23184221                                                                                  413935
72369013                                                                                  311974
271920091                                                                                 1491145
2736022213                                                                                2034087
11125819297                                                                               3108417
44989803583                                                                               2438587
78255026981                                                                               6087200
383198140891                                                                              18547192
1546899137527                                                                             7316920
16738277467511                                                                            16132667
20884315044071                                                                            16633123
228765413250013                                                                           14743025
594178260595903                                                                           2586178
3931590213331211                                                                          35806634
12641918184601081                                                                         23194955
19796099137329257                                                                         1386546
174726991220801963                                                                        7974169
1661134288989900133                                                                       19862555
39265162030475391919                                                                      21081456
