143                                                                                       5127040
323                                                                                       3134541
1517                                                                                      3233582
4757                                                                                      3026608
17947                                                                                     3066956
67591                                                                                     4192920
272483                                                                                    3971793
1065023                                                                                   3957641
4235339                                                                                   3981321
16850989                                                                                  3894248
67469771                                                                                  16052829
269419387                                                                                 11439329
1074200609                                                                                11409701
4295229443                                                                                22554576
17188783211                                                                               40583757
68722098197                                                                               57737737
274916705369                                                                              13953489
1099532599387                                                                             13178098
4398205895659                                                                             29612335
17592353816951                                                                            42142956
70368911949923                                                                            22748222
281476922870851                                                                           12709177
1125902456980891                                                                          88130008
4503603922338527                                                                          66604213
18014408441595161                                                                         62881260
72057596722282517                                                                         22138476
288230402995257773                                                                        21182795
1152921515344265237                                                                       22830860
4611686138686472687                                                                       30644893
18446744400127067027                                                                      24442264
73786976689975198189                                                                      15186304
295147906966059222967                                                                     22327755
1180591625390335725871                                                                    25855214
4722366492902688820717                                                                    20053436
18889465936701261086981                                                                   28842318
75557863731411881558107                                                                   21093318
302231454937742154138497                                                                  16436592
1208925819660808663073173                                                                 37710795
4835703278660826838337243                                                                 33521974
19342813114229890981299301                                                                31394961
77371252455934401506706539                                                                60757659
309485009821837649934024851                                                               45103605
1237940039290094980759032137                                                              86893457
4951760157151513461269727089                                                              60505062
19807040628568054723222962221                                                             112195725
79228162514287418541634225409                                                             83866164
316912650057203717362065355643                                                            168092990
